count: 1, address=0x194421c, size=9 p=Agnesse
count: 1648, address=0x196fe97, size=8 p=Nadiya
count: 1649, address=0x196fe9f, size=6 p=Nady
count: 1650, address=0x196fea5, size=7 p=Nadya
count: 1651, address=0x196feac, size=8 p=Nalani
count: 1652, address=0x196feb4, size=5 p=Nan
count: 1653, address=0x196feb9, size=6 p=Nana
count: 1654, address=0x196febf, size=9 p=Nananne
count: 1655, address=0x196fec8, size=7 p=Nance
count: 1656, address=0x196fecf, size=8 p=Nancee
count: 1657, address=0x196fed7, size=8 p=Nancey
count: 1658, address=0x196fedf, size=7 p=Nanci
count: 1659, address=0x196fee6, size=8 p=Nancie
count: 1660, address=0x196feee, size=7 p=Nancy
count: 1661, address=0x196fef5, size=8 p=Nanete
count: 1662, address=0x196fefd, size=9 p=Nanette
count: 1663, address=0x196ff06, size=6 p=Nani
count: 1664, address=0x196ff0c, size=8 p=Nanice
count: 1665, address=0x196ff14, size=8 p=Nanine
count: 1666, address=0x196ff1c, size=10 p=Nannette
count: 1667, address=0x196ff26, size=7 p=Nanni
count: 1668, address=0x196ff2d, size=8 p=Nannie
count: 1669, address=0x196ff35, size=7 p=Nanny
count: 1670, address=0x196ff3c, size=7 p=Nanon
count: 1671, address=0x196ff43, size=7 p=Naoma
count: 1672, address=0x196ff4a, size=7 p=Naomi
count: 1673, address=0x196ff51, size=6 p=Nara
count: 1674, address=0x196ff57, size=6 p=Nari
count: 1675, address=0x196ff5d, size=8 p=Nariko
count: 1676, address=0x196ff65, size=5 p=Nat
count: 1677, address=0x196ff6a, size=6 p=Nata
count: 1678, address=0x196ff70, size=8 p=Natala
count: 1679, address=0x196ff78, size=9 p=Natalee
count: 1680, address=0x196ff81, size=9 p=Natalie
count: 1681, address=0x196ff8a, size=10 p=Natalina
count: 1682, address=0x196ff94, size=10 p=Nataline
count: 1683, address=0x196ff9e, size=9 p=Natalya
count: 1684, address=0x196ffa7, size=9 p=Natasha
count: 1685, address=0x196ffb0, size=10 p=Natassia
count: 1686, address=0x196ffba, size=10 p=Nathalia
count: 1687, address=0x196ffc4, size=10 p=Nathalie
count: 1688, address=0x196ffce, size=11 p=Natividad
count: 1689, address=0x196ffd9, size=7 p=Natka
count: 1690, address=0x196ffe0, size=7 p=Natty
count: 1691, address=0x196ffe7, size=7 p=Neala
count: 1692, address=0x196ffee, size=6 p=Neda
count: 1693, address=0x196fff4, size=7 p=Nedda
count: 1694, address=0x196fffb, size=6 p=Nedi
count: 1695, address=0x1970001, size=7 p=Neely
count: 1696, address=0x1970008, size=7 p=Neila
count: 1697, address=0x197000f, size=7 p=Neile
count: 1698, address=0x1970016, size=8 p=Neilla
count: 1699, address=0x197001e, size=8 p=Neille
count: 1700, address=0x1970026, size=7 p=Nelia
count: 1701, address=0x197002d, size=7 p=Nelie
count: 1702, address=0x1970034, size=6 p=Nell
count: 1703, address=0x197003a, size=7 p=Nelle
count: 1704, address=0x1970041, size=7 p=Nelli
count: 1705, address=0x1970048, size=8 p=Nellie
count: 1706, address=0x1970050, size=7 p=Nelly
count: 1707, address=0x1970057, size=9 p=Nerissa
count: 1708, address=0x1970060, size=8 p=Nerita
count: 1709, address=0x1970068, size=6 p=Nert
count: 1710, address=0x197006e, size=7 p=Nerta
count: 1711, address=0x1970075, size=7 p=Nerte
count: 1712, address=0x197007c, size=7 p=Nerti
count: 1713, address=0x1970083, size=8 p=Nertie
count: 1714, address=0x197008b, size=7 p=Nerty
count: 1715, address=0x1970092, size=7 p=Nessa
count: 1716, address=0x1970099, size=7 p=Nessi
count: 1717, address=0x19700a0, size=8 p=Nessie
count: 1718, address=0x19700a8, size=7 p=Nessy
count: 1719, address=0x19700af, size=7 p=Nesta
count: 1720, address=0x19700b6, size=7 p=Netta
count: 1721, address=0x19700bd, size=7 p=Netti
count: 1722, address=0x19700c4, size=8 p=Nettie
count: 1723, address=0x19700cc, size=8 p=Nettle
count: 1724, address=0x19700d4, size=7 p=Netty
count: 1725, address=0x19700db, size=7 p=Nevsa
count: 1726, address=0x19700e2, size=7 p=Neysa
count: 1727, address=0x19700e9, size=8 p=Nichol
count: 1728, address=0x19700f1, size=9 p=Nichole
count: 1729, address=0x19700fa, size=10 p=Nicholle
count: 1730, address=0x1970104, size=7 p=Nicki
count: 1731, address=0x197010b, size=8 p=Nickie
count: 1732, address=0x1970113, size=7 p=Nicky
count: 1733, address=0x197011a, size=7 p=Nicol
count: 1734, address=0x1970121, size=8 p=Nicola
count: 1735, address=0x1970129, size=8 p=Nicole
count: 1736, address=0x1970131, size=9 p=Nicolea
count: 1737, address=0x197013a, size=11 p=Nicolette
count: 1738, address=0x1970145, size=8 p=Nicoli
count: 1739, address=0x197014d, size=10 p=Nicolina
count: 1740, address=0x1970157, size=10 p=Nicoline
count: 1741, address=0x1970161, size=9 p=Nicolle
count: 1742, address=0x197016a, size=10 p=Nikaniki
count: 1743, address=0x1970174, size=6 p=Nike
count: 1744, address=0x197017a, size=6 p=Niki
count: 1745, address=0x1970180, size=7 p=Nikki
count: 1746, address=0x1970187, size=8 p=Nikkie
count: 1747, address=0x197018f, size=11 p=Nikoletta
count: 1748, address=0x197019a, size=9 p=Nikolia
count: 1749, address=0x19701a3, size=6 p=Nina
count: 1750, address=0x19701a9, size=9 p=Ninetta
count: 1751, address=0x19701b2, size=9 p=Ninette
count: 1752, address=0x19701bb, size=10 p=Ninnetta
count: 1753, address=0x19701c5, size=10 p=Ninnette
count: 1754, address=0x19701cf, size=7 p=Ninon
count: 1755, address=0x19701d6, size=7 p=Nissa
count: 1756, address=0x19701dd, size=7 p=Nisse
count: 1757, address=0x19701e4, size=8 p=Nissie
count: 1758, address=0x19701ec, size=7 p=Nissy
count: 1759, address=0x19701f3, size=6 p=Nita
count: 1760, address=0x19701f9, size=7 p=Nixie
count: 1761, address=0x1970200, size=7 p=Noami
count: 1762, address=0x1970207, size=6 p=Noel
count: 1763, address=0x197020d, size=9 p=Noelani
count: 1764, address=0x1970216, size=7 p=Noell
count: 1765, address=0x197021d, size=8 p=Noella
count: 1766, address=0x1970225, size=8 p=Noelle
count: 1767, address=0x197022d, size=9 p=Noellyn
count: 1768, address=0x1970236, size=8 p=Noelyn
count: 1769, address=0x197023e, size=7 p=Noemi
count: 1770, address=0x1970245, size=6 p=Nola
count: 1771, address=0x197024b, size=8 p=Nolana
count: 1772, address=0x1970253, size=7 p=Nolie
count: 1773, address=0x197025a, size=8 p=Nollie
count: 1774, address=0x1970262, size=6 p=Nomi
count: 1775, address=0x1970268, size=6 p=Nona
count: 1776, address=0x197026e, size=7 p=Nonah
count: 1777, address=0x1970275, size=6 p=Noni
count: 1778, address=0x197027b, size=7 p=Nonie
count: 1779, address=0x1970282, size=7 p=Nonna
count: 1780, address=0x1970289, size=8 p=Nonnah
count: 1781, address=0x1970291, size=6 p=Nora
count: 1782, address=0x1970297, size=7 p=Norah
count: 1783, address=0x197029e, size=8 p=Norean
count: 1784, address=0x19702a6, size=8 p=Noreen
count: 1785, address=0x19702ae, size=8 p=Norene
count: 1786, address=0x19702b6, size=8 p=Norina
count: 1787, address=0x19702be, size=8 p=Norine
count: 1788, address=0x19702c6, size=7 p=Norma
count: 1789, address=0x19702cd, size=7 p=Norri
count: 1790, address=0x19702d4, size=8 p=Norrie
count: 1791, address=0x19702dc, size=7 p=Norry
count: 1792, address=0x19702e3, size=9 p=Novelia
count: 1793, address=0x19702ec, size=7 p=Nydia
count: 1794, address=0x19702f3, size=7 p=Nyssa
count: 1795, address=0x19702fa, size=9 p=Octavia
count: 1796, address=0x1970303, size=7 p=Odele
count: 1797, address=0x197030a, size=8 p=Odelia
count: 1798, address=0x1970312, size=10 p=Odelinda
count: 1799, address=0x197031c, size=8 p=Odella
count: 1800, address=0x1970324, size=8 p=Odelle
count: 1801, address=0x197032c, size=8 p=Odessa
count: 1802, address=0x1970334, size=8 p=Odetta
count: 1803, address=0x197033c, size=8 p=Odette
count: 1804, address=0x1970344, size=8 p=Odilia
count: 1805, address=0x197034c, size=8 p=Odille
count: 1806, address=0x1970354, size=8 p=Ofelia
count: 1807, address=0x197035c, size=8 p=Ofella
count: 1808, address=0x1970364, size=8 p=Ofilia
count: 1809, address=0x197036c, size=5 p=Ola
count: 1810, address=0x1970371, size=8 p=Olenka
count: 1811, address=0x1970379, size=6 p=Olga
count: 1812, address=0x197037f, size=6 p=Olia
count: 1813, address=0x1970385, size=9 p=Olimpia
count: 1814, address=0x197038e, size=7 p=Olive
count: 1815, address=0x1970395, size=10 p=Olivette
count: 1816, address=0x197039f, size=8 p=Olivia
count: 1817, address=0x19703a7, size=8 p=Olivie
count: 1818, address=0x19703af, size=6 p=Oliy
count: 1819, address=0x19703b5, size=7 p=Ollie
count: 1820, address=0x19703bc, size=6 p=Olly
count: 1821, address=0x19703c2, size=6 p=Olva
count: 1822, address=0x19703c8, size=7 p=Olwen
count: 1823, address=0x19703cf, size=8 p=Olympe
count: 1824, address=0x19703d7, size=9 p=Olympia
count: 1825, address=0x19703e0, size=9 p=Olympie
count: 1826, address=0x19703e9, size=8 p=Ondrea
count: 1827, address=0x19703f1, size=8 p=Oneida
count: 1828, address=0x19703f9, size=7 p=Onida
count: 1829, address=0x1970400, size=6 p=Oona
count: 1830, address=0x1970406, size=6 p=Opal
count: 1831, address=0x197040c, size=9 p=Opalina
count: 1832, address=0x1970415, size=9 p=Opaline
count: 1833, address=0x197041e, size=9 p=Ophelia
count: 1834, address=0x1970427, size=9 p=Ophelie
count: 1835, address=0x1970430, size=5 p=Ora
count: 1836, address=0x1970435, size=8 p=Oralee
count: 1837, address=0x197043d, size=8 p=Oralia
count: 1838, address=0x1970445, size=8 p=Oralie
count: 1839, address=0x197044d, size=8 p=Oralla
count: 1840, address=0x1970455, size=8 p=Oralle
count: 1841, address=0x197045d, size=6 p=Orel
count: 1842, address=0x1970463, size=8 p=Orelee
count: 1843, address=0x197046b, size=8 p=Orelia
count: 1844, address=0x1970473, size=8 p=Orelie
count: 1845, address=0x197047b, size=8 p=Orella
count: 1846, address=0x1970483, size=8 p=Orelle
count: 1847, address=0x197048b, size=8 p=Oriana
count: 1848, address=0x1970493, size=6 p=Orly
count: 1849, address=0x1970499, size=6 p=Orsa
count: 1850, address=0x197049f, size=8 p=Orsola
count: 1851, address=0x19704a7, size=10 p=Ortensia
count: 1852, address=0x19704b1, size=6 p=Otha
count: 1853, address=0x19704b7, size=9 p=Othelia
count: 1854, address=0x19704c0, size=9 p=Othella
count: 1855, address=0x19704c9, size=9 p=Othilia
count: 1856, address=0x19704d2, size=9 p=Othilie
count: 1857, address=0x19704db, size=9 p=Ottilie
count: 1858, address=0x19704e4, size=6 p=Page
count: 1859, address=0x19704ea, size=7 p=Paige
count: 1860, address=0x19704f1, size=8 p=Paloma
count: 1861, address=0x19704f9, size=5 p=Pam
count: 1862, address=0x19704fe, size=8 p=Pamela
count: 1863, address=0x1970506, size=10 p=Pamelina
count: 1864, address=0x1970510, size=9 p=Pamella
count: 1865, address=0x1970519, size=7 p=Pammi
count: 1866, address=0x1970520, size=8 p=Pammie
count: 1867, address=0x1970528, size=7 p=Pammy
count: 1868, address=0x197052f, size=9 p=Pandora
count: 1869, address=0x1970538, size=8 p=Pansie
count: 1870, address=0x1970540, size=7 p=Pansy
count: 1871, address=0x1970547, size=7 p=Paola
count: 1872, address=0x197054e, size=9 p=Paolina
count: 1873, address=0x1970557, size=10 p=Papagena
count: 1874, address=0x1970561, size=5 p=Pat
count: 1875, address=0x1970566, size=10 p=Patience
count: 1876, address=0x1970570, size=9 p=Patrica
count: 1877, address=0x1970579, size=9 p=Patrice
count: 1878, address=0x1970582, size=10 p=Patricia
count: 1879, address=0x197058c, size=10 p=Patrizia
count: 1880, address=0x1970596, size=7 p=Patsy
count: 1881, address=0x197059d, size=7 p=Patti
count: 1882, address=0x19705a4, size=8 p=Pattie
count: 1883, address=0x19705ac, size=7 p=Patty
count: 1884, address=0x19705b3, size=7 p=Paula
count: 1885, address=0x19705ba, size=7 p=Paule
count: 1886, address=0x19705c1, size=10 p=Pauletta
count: 1887, address=0x19705cb, size=10 p=Paulette
count: 1888, address=0x19705d5, size=7 p=Pauli
count: 1889, address=0x19705dc, size=8 p=Paulie
count: 1890, address=0x19705e4, size=9 p=Paulina
count: 1891, address=0x19705ed, size=9 p=Pauline
count: 1892, address=0x19705f6, size=9 p=Paulita
count: 1893, address=0x19705ff, size=7 p=Pauly
count: 1894, address=0x1970606, size=7 p=Pavia
count: 1895, address=0x197060d, size=7 p=Pavla
count: 1896, address=0x1970614, size=7 p=Pearl
count: 1897, address=0x197061b, size=8 p=Pearla
count: 1898, address=0x1970623, size=8 p=Pearle
count: 1899, address=0x197062b, size=10 p=Pearline
count: 1900, address=0x1970635, size=5 p=Peg
count: 1901, address=0x197063a, size=8 p=Pegeen
count: 1902, address=0x1970642, size=7 p=Peggi
count: 1903, address=0x1970649, size=8 p=Peggie
count: 1904, address=0x1970651, size=7 p=Peggy
count: 1905, address=0x1970658, size=5 p=Pen
count: 1906, address=0x197065d, size=10 p=Penelopa
count: 1907, address=0x1970667, size=10 p=Penelope
count: 1908, address=0x1970671, size=7 p=Penni
count: 1909, address=0x1970678, size=8 p=Pennie
count: 1910, address=0x1970680, size=7 p=Penny
count: 1911, address=0x1970687, size=6 p=Pepi
count: 1912, address=0x197068d, size=8 p=Pepita
count: 1913, address=0x1970695, size=6 p=Peri
count: 1914, address=0x197069b, size=7 p=Peria
count: 1915, address=0x19706a2, size=6 p=Perl
count: 1916, address=0x19706a8, size=7 p=Perla
count: 1917, address=0x19706af, size=7 p=Perle
count: 1918, address=0x19706b6, size=7 p=Perri
count: 1919, address=0x19706bd, size=9 p=Perrine
count: 1920, address=0x19706c6, size=7 p=Perry
count: 1921, address=0x19706cd, size=8 p=Persis
count: 1922, address=0x19706d5, size=5 p=Pet
count: 1923, address=0x19706da, size=6 p=Peta
count: 1924, address=0x19706e0, size=7 p=Petra
count: 1925, address=0x19706e7, size=9 p=Petrina
count: 1926, address=0x19706f0, size=12 p=Petronella
count: 1927, address=0x19706fc, size=10 p=Petronia
count: 1928, address=0x1970706, size=12 p=Petronilla
count: 1929, address=0x1970712, size=12 p=Petronille
count: 1930, address=0x197071e, size=9 p=Petunia
count: 1931, address=0x1970727, size=9 p=Phaedra
count: 1932, address=0x1970730, size=9 p=Phaidra
count: 1933, address=0x1970739, size=7 p=Phebe
count: 1934, address=0x1970740, size=8 p=Phedra
count: 1935, address=0x1970748, size=8 p=Phelia
count: 1936, address=0x1970750, size=6 p=Phil
count: 1937, address=0x1970756, size=9 p=Philipa
count: 1938, address=0x197075f, size=10 p=Philippa
count: 1939, address=0x1970769, size=10 p=Philippe
count: 1940, address=0x1970773, size=12 p=Philippine
count: 1941, address=0x197077f, size=8 p=Philis
count: 1942, address=0x1970787, size=10 p=Phillida
count: 1943, address=0x1970791, size=9 p=Phillie
count: 1944, address=0x197079a, size=9 p=Phillis
count: 1945, address=0x19707a3, size=8 p=Philly
count: 1946, address=0x19707ab, size=11 p=Philomena
count: 1947, address=0x19707b6, size=8 p=Phoebe
count: 1948, address=0x19707be, size=8 p=Phylis
count: 1949, address=0x19707c6, size=10 p=Phyllida
count: 1950, address=0x19707d0, size=9 p=Phyllis
count: 1951, address=0x19707d9, size=9 p=Phyllys
count: 1952, address=0x19707e2, size=8 p=Phylys
count: 1953, address=0x19707ea, size=5 p=Pia
count: 1954, address=0x19707ef, size=6 p=Pier
count: 1955, address=0x19707f5, size=10 p=Pierette
count: 1956, address=0x19707ff, size=11 p=Pierrette
count: 1957, address=0x197080a, size=8 p=Pietra
count: 1958, address=0x1970812, size=7 p=Piper
count: 1959, address=0x1970819, size=7 p=Pippa
count: 1960, address=0x1970820, size=7 p=Pippy
count: 1961, address=0x1970827, size=7 p=Polly
count: 1962, address=0x197082e, size=11 p=Pollyanna
count: 1963, address=0x1970839, size=6 p=Pooh
count: 1964, address=0x197083f, size=7 p=Poppy
count: 1965, address=0x1970846, size=8 p=Portia
count: 1966, address=0x197084e, size=6 p=Pris
count: 1967, address=0x1970854, size=8 p=Prisca
count: 1968, address=0x197085c, size=11 p=Priscella
count: 1969, address=0x1970867, size=11 p=Priscilla
count: 1970, address=0x1970872, size=9 p=Prissie
count: 1971, address=0x197087b, size=5 p=Pru
count: 1972, address=0x1970880, size=10 p=Prudence
count: 1973, address=0x197088a, size=7 p=Prudi
count: 1974, address=0x1970891, size=7 p=Prudy
count: 1975, address=0x1970898, size=6 p=Prue
count: 1976, address=0x197089e, size=9 p=Queenie
count: 1977, address=0x19708a7, size=9 p=Quentin
count: 1978, address=0x19708b0, size=9 p=Querida
count: 1979, address=0x19708b9, size=7 p=Quinn
count: 1980, address=0x19708c0, size=8 p=Quinta
count: 1981, address=0x19708c8, size=10 p=Quintana
count: 1982, address=0x19708d2, size=11 p=Quintilla
count: 1983, address=0x19708dd, size=10 p=Quintina
count: 1984, address=0x19708e7, size=9 p=Rachael
count: 1985, address=0x19708f0, size=8 p=Rachel
count: 1986, address=0x19708f8, size=9 p=Rachele
count: 1987, address=0x1970901, size=10 p=Rachelle
count: 1988, address=0x197090b, size=5 p=Rae
count: 1989, address=0x1970910, size=8 p=Raeann
count: 1990, address=0x1970918, size=5 p=Raf
count: 1991, address=0x197091d, size=6 p=Rafa
count: 1992, address=0x1970923, size=9 p=Rafaela
count: 1993, address=0x197092c, size=10 p=Rafaelia
count: 1994, address=0x1970936, size=11 p=Rafaelita
count: 1995, address=0x1970941, size=7 p=Rahal
count: 1996, address=0x1970948, size=7 p=Rahel
count: 1997, address=0x197094f, size=7 p=Raina
count: 1998, address=0x1970956, size=7 p=Raine
count: 1999, address=0x197095d, size=7 p=Rakel
count: 2000, address=0x1970964, size=8 p=Ralina
count: 2001, address=0x197195e, size=8 p=Ramona
count: 2002, address=0x1971966, size=9 p=Ramonda
count: 2003, address=0x197196f, size=6 p=Rana
count: 2004, address=0x1971975, size=7 p=Randa
count: 2005, address=0x197197c, size=8 p=Randee
count: 2006, address=0x1971984, size=9 p=Randene
count: 2007, address=0x197198d, size=7 p=Randi
count: 2008, address=0x1971994, size=8 p=Randie
count: 2009, address=0x197199c, size=7 p=Randy
count: 2010, address=0x19719a3, size=7 p=Ranee
count: 2011, address=0x19719aa, size=6 p=Rani
count: 2012, address=0x19719b0, size=7 p=Rania
count: 2013, address=0x19719b7, size=8 p=Ranice
count: 2014, address=0x19719bf, size=9 p=Ranique
count: 2015, address=0x19719c8, size=7 p=Ranna
count: 2016, address=0x19719cf, size=10 p=Raphaela
count: 2017, address=0x19719d9, size=8 p=Raquel
count: 2018, address=0x19719e1, size=9 p=Raquela
count: 2019, address=0x19719ea, size=7 p=Rasia
count: 2020, address=0x19719f1, size=7 p=Rasla
count: 2021, address=0x19719f8, size=7 p=Raven
count: 2022, address=0x19719ff, size=5 p=Ray
count: 2023, address=0x1971a04, size=9 p=Raychel
count: 2024, address=0x1971a0d, size=6 p=Raye
count: 2025, address=0x1971a13, size=7 p=Rayna
count: 2026, address=0x1971a1a, size=9 p=Raynell
count: 2027, address=0x1971a23, size=10 p=Rayshell
count: 2028, address=0x1971a2d, size=5 p=Rea
count: 2029, address=0x1971a32, size=6 p=Reba
count: 2030, address=0x1971a38, size=10 p=Rebbecca
count: 2031, address=0x1971a42, size=6 p=Rebe
count: 2032, address=0x1971a48, size=8 p=Rebeca
count: 2033, address=0x1971a50, size=9 p=Rebecca
count: 2034, address=0x1971a59, size=9 p=Rebecka
count: 2035, address=0x1971a62, size=8 p=Rebeka
count: 2036, address=0x1971a6a, size=9 p=Rebekah
count: 2037, address=0x1971a73, size=10 p=Rebekkah
count: 2038, address=0x1971a7d, size=5 p=Ree
count: 2039, address=0x1971a82, size=7 p=Reeba
count: 2040, address=0x1971a89, size=7 p=Reena
count: 2041, address=0x1971a90, size=7 p=Reeta
count: 2042, address=0x1971a97, size=7 p=Reeva
count: 2043, address=0x1971a9e, size=7 p=Regan
count: 2044, address=0x1971aa5, size=7 p=Reggi
count: 2045, address=0x1971aac, size=8 p=Reggie
count: 2046, address=0x1971ab4, size=8 p=Regina
count: 2047, address=0x1971abc, size=8 p=Regine
count: 2048, address=0x1971ac4, size=7 p=Reiko
count: 2049, address=0x1971acb, size=7 p=Reina
count: 2050, address=0x1971ad2, size=7 p=Reine
count: 2051, address=0x1971ad9, size=6 p=Remy
count: 2052, address=0x1971adf, size=6 p=Rena
count: 2053, address=0x1971ae5, size=7 p=Renae
count: 2054, address=0x1971aec, size=8 p=Renata
count: 2055, address=0x1971af4, size=8 p=Renate
count: 2056, address=0x1971afc, size=6 p=Rene
count: 2057, address=0x1971b02, size=7 p=Renee
count: 2058, address=0x1971b09, size=8 p=Renell
count: 2059, address=0x1971b11, size=9 p=Renelle
count: 2060, address=0x1971b1a, size=7 p=Renie
count: 2061, address=0x1971b21, size=8 p=Rennie
count: 2062, address=0x1971b29, size=6 p=Reta
count: 2063, address=0x1971b2f, size=7 p=Retha
count: 2064, address=0x1971b36, size=8 p=Revkah
count: 2065, address=0x1971b3e, size=5 p=Rey
count: 2066, address=0x1971b43, size=7 p=Reyna
count: 2067, address=0x1971b4a, size=6 p=Rhea
count: 2068, address=0x1971b50, size=7 p=Rheba
count: 2069, address=0x1971b57, size=7 p=Rheta
count: 2070, address=0x1971b5e, size=8 p=Rhetta
count: 2071, address=0x1971b66, size=9 p=Rhiamon
count: 2072, address=0x1971b6f, size=9 p=Rhianna
count: 2073, address=0x1971b78, size=9 p=Rhianon
count: 2074, address=0x1971b81, size=7 p=Rhoda
count: 2075, address=0x1971b88, size=8 p=Rhodia
count: 2076, address=0x1971b90, size=8 p=Rhodie
count: 2077, address=0x1971b98, size=7 p=Rhody
count: 2078, address=0x1971b9f, size=7 p=Rhona
count: 2079, address=0x1971ba6, size=8 p=Rhonda
count: 2080, address=0x1971bae, size=7 p=Riane
count: 2081, address=0x1971bb5, size=9 p=Riannon
count: 2082, address=0x1971bbe, size=8 p=Rianon
count: 2083, address=0x1971bc6, size=6 p=Rica
count: 2084, address=0x1971bcc, size=7 p=Ricca
count: 2085, address=0x1971bd3, size=6 p=Rici
count: 2086, address=0x1971bd9, size=7 p=Ricki
count: 2087, address=0x1971be0, size=8 p=Rickie
count: 2088, address=0x1971be8, size=7 p=Ricky
count: 2089, address=0x1971bef, size=6 p=Riki
count: 2090, address=0x1971bf5, size=7 p=Rikki
count: 2091, address=0x1971bfc, size=6 p=Rina
count: 2092, address=0x1971c02, size=6 p=Risa
count: 2093, address=0x1971c08, size=6 p=Rita
count: 2094, address=0x1971c0e, size=6 p=Riva
count: 2095, address=0x1971c14, size=9 p=Rivalee
count: 2096, address=0x1971c1d, size=6 p=Rivi
count: 2097, address=0x1971c23, size=8 p=Rivkah
count: 2098, address=0x1971c2b, size=6 p=Rivy
count: 2099, address=0x1971c31, size=7 p=Roana
count: 2100, address=0x1971c38, size=8 p=Roanna
count: 2101, address=0x1971c40, size=8 p=Roanne
count: 2102, address=0x1971c48, size=7 p=Robbi
count: 2103, address=0x1971c4f, size=8 p=Robbie
count: 2104, address=0x1971c57, size=8 p=Robbin
count: 2105, address=0x1971c5f, size=7 p=Robby
count: 2106, address=0x1971c66, size=8 p=Robbyn
count: 2107, address=0x1971c6e, size=8 p=Robena
count: 2108, address=0x1971c76, size=9 p=Robenia
count: 2109, address=0x1971c7f, size=9 p=Roberta
count: 2110, address=0x1971c88, size=7 p=Robin
count: 2111, address=0x1971c8f, size=8 p=Robina
count: 2112, address=0x1971c97, size=9 p=Robinet
count: 2113, address=0x1971ca0, size=10 p=Robinett
count: 2114, address=0x1971caa, size=11 p=Robinetta
count: 2115, address=0x1971cb5, size=11 p=Robinette
count: 2116, address=0x1971cc0, size=9 p=Robinia
count: 2117, address=0x1971cc9, size=6 p=Roby
count: 2118, address=0x1971ccf, size=7 p=Robyn
count: 2119, address=0x1971cd6, size=6 p=Roch
count: 2120, address=0x1971cdc, size=9 p=Rochell
count: 2121, address=0x1971ce5, size=10 p=Rochella
count: 2122, address=0x1971cef, size=10 p=Rochelle
count: 2123, address=0x1971cf9, size=10 p=Rochette
count: 2124, address=0x1971d03, size=6 p=Roda
count: 2125, address=0x1971d09, size=6 p=Rodi
count: 2126, address=0x1971d0f, size=7 p=Rodie
count: 2127, address=0x1971d16, size=8 p=Rodina
count: 2128, address=0x1971d1e, size=6 p=Rois
count: 2129, address=0x1971d24, size=8 p=Romola
count: 2130, address=0x1971d2c, size=8 p=Romona
count: 2131, address=0x1971d34, size=9 p=Romonda
count: 2132, address=0x1971d3d, size=6 p=Romy
count: 2133, address=0x1971d43, size=6 p=Rona
count: 2134, address=0x1971d49, size=9 p=Ronalda
count: 2135, address=0x1971d52, size=7 p=Ronda
count: 2136, address=0x1971d59, size=8 p=Ronica
count: 2137, address=0x1971d61, size=7 p=Ronna
count: 2138, address=0x1971d68, size=7 p=Ronni
count: 2139, address=0x1971d6f, size=9 p=Ronnica
count: 2140, address=0x1971d78, size=8 p=Ronnie
count: 2141, address=0x1971d80, size=7 p=Ronny
count: 2142, address=0x1971d87, size=9 p=Roobbie
count: 2143, address=0x1971d90, size=6 p=Rora
count: 2144, address=0x1971d96, size=6 p=Rori
count: 2145, address=0x1971d9c, size=7 p=Rorie
count: 2146, address=0x1971da3, size=6 p=Rory
count: 2147, address=0x1971da9, size=5 p=Ros
count: 2148, address=0x1971dae, size=6 p=Rosa
count: 2149, address=0x1971db4, size=9 p=Rosabel
count: 2150, address=0x1971dbd, size=11 p=Rosabella
count: 2151, address=0x1971dc8, size=11 p=Rosabelle
count: 2152, address=0x1971dd3, size=10 p=Rosaleen
count: 2153, address=0x1971ddd, size=9 p=Rosalia
count: 2154, address=0x1971de6, size=9 p=Rosalie
count: 2155, address=0x1971def, size=10 p=Rosalind
count: 2156, address=0x1971df9, size=11 p=Rosalinda
count: 2157, address=0x1971e04, size=11 p=Rosalinde
count: 2158, address=0x1971e0f, size=10 p=Rosaline
count: 2159, address=0x1971e19, size=9 p=Rosalyn
count: 2160, address=0x1971e22, size=10 p=Rosalynd
count: 2161, address=0x1971e2c, size=10 p=Rosamond
count: 2162, address=0x1971e36, size=10 p=Rosamund
count: 2163, address=0x1971e40, size=8 p=Rosana
count: 2164, address=0x1971e48, size=9 p=Rosanna
count: 2165, address=0x1971e51, size=9 p=Rosanne
count: 2166, address=0x1971e5a, size=6 p=Rose
count: 2167, address=0x1971e60, size=9 p=Roseann
count: 2168, address=0x1971e69, size=10 p=Roseanna
count: 2169, address=0x1971e73, size=10 p=Roseanne
count: 2170, address=0x1971e7d, size=9 p=Roselia
count: 2171, address=0x1971e86, size=9 p=Roselin
count: 2172, address=0x1971e8f, size=10 p=Roseline
count: 2173, address=0x1971e99, size=9 p=Rosella
count: 2174, address=0x1971ea2, size=9 p=Roselle
count: 2175, address=0x1971eab, size=11 p=Rosemaria
count: 2176, address=0x1971eb6, size=11 p=Rosemarie
count: 2177, address=0x1971ec1, size=10 p=Rosemary
count: 2178, address=0x1971ecb, size=11 p=Rosemonde
count: 2179, address=0x1971ed6, size=8 p=Rosene
count: 2180, address=0x1971ede, size=9 p=Rosetta
count: 2181, address=0x1971ee7, size=9 p=Rosette
count: 2182, address=0x1971ef0, size=10 p=Roshelle
count: 2183, address=0x1971efa, size=7 p=Rosie
count: 2184, address=0x1971f01, size=8 p=Rosina
count: 2185, address=0x1971f09, size=8 p=Rosita
count: 2186, address=0x1971f11, size=8 p=Roslyn
count: 2187, address=0x1971f19, size=10 p=Rosmunda
count: 2188, address=0x1971f23, size=6 p=Rosy
count: 2189, address=0x1971f29, size=5 p=Row
count: 2190, address=0x1971f2e, size=6 p=Rowe
count: 2191, address=0x1971f34, size=8 p=Rowena
